names,scores,logfoldchanges,pvals,pvals_adj
SETD6,0.06692905,,0.9466381887486565,1.0
KIAA0922,0.06692905,1.6298465,0.9466381887486565,1.0
PRCD,0.06692905,,0.9466381887486565,1.0
AGBL5,0.06692905,,0.9466381887486565,1.0
ATAD3C,0.06692905,,0.9466381887486565,1.0
UBFD1,0.06692905,,0.9466381887486565,1.0
SEC14L4,0.06692905,-2.421092,0.9466381887486565,1.0
NFE2L3,0.06692905,,0.9466381887486565,1.0
PCNT,0.06692905,,0.9466381887486565,1.0
NUDT13,0.06692905,-0.022847306,0.9466381887486565,1.0
DLEU2,0.06692905,,0.9466381887486565,1.0
FAH,0.06692905,,0.9466381887486565,1.0
FAHD1,0.06692905,,0.9466381887486565,1.0
ICAM1,0.06692905,,0.9466381887486565,1.0
RP11-630C16.2,0.06692905,,0.9466381887486565,1.0
ZMYM6,0.06692905,,0.9466381887486565,1.0
ZNF304,0.06692905,,0.9466381887486565,1.0
LRRC14,0.06692905,,0.9466381887486565,1.0
SLC35A2,0.06692905,,0.9466381887486565,1.0
GOLGA6L9,0.06692905,2.5876882,0.9466381887486565,1.0
PCDHB14,0.06692905,,0.9466381887486565,1.0
WFDC2,0.06692905,,0.9466381887486565,1.0
RPL36AL,0.06620938,,0.9472111291726648,1.0
RP11-486O12.2,0.06548971,,0.9477840968971986,1.0
DNAJA4,0.06548971,,0.9477840968971986,1.0
GLIPR1,0.06548971,,0.9477840968971986,1.0
FOXK2,0.06548971,,0.9477840968971986,1.0
JRKL,0.06548971,,0.9477840968971986,1.0
ICA1L,0.06548971,,0.9477840968971986,1.0
DNAJC22,0.06548971,,0.9477840968971986,1.0
RGMB-AS1,0.06548971,,0.9477840968971986,1.0
PCLO,0.06548971,,0.9477840968971986,1.0
DIO2,0.06548971,4.2648554,0.9477840968971986,1.0
NT5DC3,0.06548971,,0.9477840968971986,1.0
H3F3C,0.06548971,,0.9477840968971986,1.0
TCP11L2,0.06548971,,0.9477840968971986,1.0
ZNF441,0.06548971,,0.9477840968971986,1.0
NDST3,0.06548971,,0.9477840968971986,1.0
NOTCH2NL,0.06548971,2.406947,0.9477840968971986,1.0
SUSD3,0.06548971,,0.9477840968971986,1.0
RP11-2B6.2,0.06548971,,0.9477840968971986,1.0
PTCH1,0.06548971,,0.9477840968971986,1.0
UBR1,0.06548971,,0.9477840968971986,1.0
MAP3K7CL,0.06548971,,0.9477840968971986,1.0
ZNF324B,0.06548971,,0.9477840968971986,1.0
HMCES,0.06548971,,0.9477840968971986,1.0
NME4,0.06548971,,0.9477840968971986,1.0
KLHDC4,0.06548971,,0.9477840968971986,1.0
STMN1,0.06477004,,0.9483570916267926,1.0
TIMM21,0.06405038,,0.9489301130659399,1.0
ACADSB,0.06405038,,0.9489301130659399,1.0
MRPS17,0.06405038,,0.9489301130659399,1.0
GTF2E1,0.06405038,,0.9489301130659399,1.0
HEATR5B,0.06405038,,0.9489301130659399,1.0
CNNM3,0.06405038,,0.9489301130659399,1.0
SLC25A42,0.06405038,,0.9489301130659399,1.0
SNAP47,0.06405038,,0.9489301130659399,1.0
MTMR10,0.06405038,,0.9489301130659399,1.0
TRIQK,0.06405038,,0.9489301130659399,1.0
AARSD1,0.06405038,,0.9489301130659399,1.0
MICU3,0.06405038,,0.9489301130659399,1.0
THG1L,0.06405038,,0.9489301130659399,1.0
SH3BP5L,0.06261104,,0.9500762348906596,1.0
ZNF331,0.06261104,,0.9500762348906596,1.0
NDUFA1,0.06261104,,0.9500762348906596,1.0
RP11-347P5.1,0.06261104,,0.9500762348906596,1.0
CCL28,0.06261104,,0.9500762348906596,1.0
CPSF1,0.06261104,,0.9500762348906596,1.0
TRIM21,0.06261104,,0.9500762348906596,1.0
STAT5B,0.06261104,,0.9500762348906596,1.0
MARK1,0.06261104,,0.9500762348906596,1.0
RP5-832C2.5,0.06261104,,0.9500762348906596,1.0
LCAT,0.06261104,,0.9500762348906596,1.0
ZNF675,0.06261104,,0.9500762348906596,1.0
RP11-159G9.5,0.06261104,,0.9500762348906596,1.0
ZNF548,0.06261104,,0.9500762348906596,1.0
SH3D19,0.06261104,,0.9500762348906596,1.0
PLCD3,0.06261104,,0.9500762348906596,1.0
TMEM150C,0.06261104,,0.9500762348906596,1.0
RNF180,0.06261104,,0.9500762348906596,1.0
RNF111,0.06261104,,0.9500762348906596,1.0
IPMK,0.06261104,,0.9500762348906596,1.0
SHB,0.06261104,,0.9500762348906596,1.0
RALGPS2,0.06261104,,0.9500762348906596,1.0
KIAA1143,0.06261104,,0.9500762348906596,1.0
ATP5I,0.061891377,,0.9506493346850127,1.0
ADAMTS9-AS2,0.06117171,,0.951222460006481,1.0
FTSJ2,0.06117171,,0.951222460006481,1.0
BCL2L13,0.06117171,,0.951222460006481,1.0
BPGM,0.06117171,,0.951222460006481,1.0
TMEM41A,0.06117171,,0.951222460006481,1.0
TENM3,0.06117171,,0.951222460006481,1.0
C5orf22,0.06117171,,0.951222460006481,1.0
ST7,0.06117171,,0.951222460006481,1.0
HSD17B8,0.060452044,,0.9517956105593552,1.0
CAMK1D,0.059732374,,0.9523687860478863,1.0
MOV10L1,0.059732374,,0.9523687860478863,1.0
SFR1,0.059732374,,0.9523687860478863,1.0
CES1,0.059732374,,0.9523687860478863,1.0
ANKRD42,0.059732374,,0.9523687860478863,1.0
TTC26,0.059732374,,0.9523687860478863,1.0
INTS8,0.05829304,,0.9535152106487312,1.0
LYSMD3,0.05829304,,0.9535152106487312,1.0
DOCK7,0.05829304,,0.9535152106487312,1.0
PHF13,0.05829304,,0.9535152106487312,1.0
BLMH,0.057573374,,0.9540884591693558,1.0
FAM50A,0.057573374,,0.9540884591693558,1.0
SMARCAL1,0.056853708,,0.9546617314422597,1.0
YIPF1,0.056853708,,0.9546617314422597,1.0
FMO5,0.056853708,,0.9546617314422597,1.0
ALKBH6,0.056853708,,0.9546617314422597,1.0
MGAT1,0.056853708,,0.9546617314422597,1.0
HRSP12,0.056853708,,0.9546617314422597,1.0
MRPL1,0.056134038,,0.9552350271715053,1.0
C15orf61,0.056134038,,0.9552350271715053,1.0
ZSCAN29,0.05541437,,0.9558083460611184,1.0
LARP4B,0.05541437,,0.9558083460611184,1.0
ABHD6,0.05541437,,0.9558083460611184,1.0
SEPSECS-AS1,0.05541437,,0.9558083460611184,1.0
ABCC5,0.05541437,,0.9558083460611184,1.0
PIGC,0.054694705,,0.956381687815089,1.0
PPM1M,0.05397504,,0.9569550521373716,1.0
APTX,0.05397504,,0.9569550521373716,1.0
FBXL20,0.05397504,,0.9569550521373716,1.0
CCDC112,0.05397504,,0.9569550521373716,1.0
MXI1,0.05397504,,0.9569550521373716,1.0
BEX4,0.05397504,,0.9569550521373716,1.0
ZNF570,0.05397504,,0.9569550521373716,1.0
AVIL,0.05397504,,0.9569550521373716,1.0
UHMK1,0.05397504,,0.9569550521373716,1.0
PIAS1,0.05325537,,0.9575284387318856,1.0
UBA5,0.052535705,,0.9581018473025158,1.0
DUSP12,0.052535705,,0.9581018473025158,1.0
ATG4D,0.052535705,,0.9581018473025158,1.0
RAB3D,0.052535705,,0.9581018473025158,1.0
GNPDA1,0.052535705,,0.9581018473025158,1.0
USP7,0.052535705,,0.9581018473025158,1.0
MYDGF,0.052535705,,0.9581018473025158,1.0
ANKRD37,0.052535705,,0.9581018473025158,1.0
ZC3HAV1,0.052535705,,0.9581018473025158,1.0
CSRP2,0.051816035,,0.958675277553113,1.0
SWAP70,0.05109637,,0.9592487291874942,1.0
ZNF521,0.05109637,,0.9592487291874942,1.0
BLOC1S4,0.05109637,,0.9592487291874942,1.0
SPIN4,0.05109637,,0.9592487291874942,1.0
ZP3,0.05109637,,0.9592487291874942,1.0
SLC39A3,0.050376702,,0.9598222019094432,1.0
MFF,0.050376702,,0.9598222019094432,1.0
DFFA,0.050376702,,0.9598222019094432,1.0
MUM1,0.049657036,,0.9603956954227114,1.0
FAM53C,0.049657036,,0.9603956954227114,1.0
PHF3,0.049657036,,0.9603956954227114,1.0
USP24,0.049657036,,0.9603956954227114,1.0
SGF29,0.049657036,,0.9603956954227114,1.0
MADD,0.049657036,,0.9603956954227114,1.0
KIF13A,0.049657036,,0.9603956954227114,1.0
SPPL3,0.049657036,,0.9603956954227114,1.0
FAM98C,0.0482177,,0.9615427436380487,1.0
SHISA4,0.0482177,,0.9615427436380487,1.0
AGPAT3,0.0482177,,0.9615427436380487,1.0
SERPINI1,0.0482177,,0.9615427436380487,1.0
RUFY2,0.046778366,,0.9626898714628778,1.0
SNX33,0.046778366,,0.9626898714628778,1.0
ACOT8,0.046778366,,0.9626898714628778,1.0
TMUB2,0.0460587,,0.963263464487895,1.0
CCDC174,0.045339033,,0.9638370765260763,1.0
PIGM,0.045339033,,0.9638370765260763,1.0
PPIL2,0.043899696,,0.9649843564560421,1.0
TIFA,0.043899696,,0.9649843564560421,1.0
GTF2B,0.043899696,,0.9649843564560421,1.0
ADIPOR2,0.043899696,,0.9649843564560421,1.0
ENSA,0.04318003,,0.9655580237548095,1.0
TSPYL2,0.042460363,,0.966131708880708,1.0
FAM168B,0.04102103,,0.9672791314275564,1.0
ZNF106,0.04102103,,0.9672791314275564,1.0
PSMD7,0.04102103,,0.9672791314275564,1.0
CPSF2,0.039581694,,0.9684266217236346,1.0
UBE3A,0.039581694,,0.9684266217236346,1.0
MAP2K6,0.039581694,,0.9684266217236346,1.0
SENP7,0.039581694,,0.9684266217236346,1.0
PRR5,0.038862027,,0.9690003915359716,1.0
ITSN1,0.038862027,,0.9690003915359716,1.0
TRIP10,0.038862027,,0.9690003915359716,1.0
KDELR2,0.03814236,,0.9695741773955687,1.0
TMEM161B-AS1,0.03814236,,0.9695741773955687,1.0
CPEB2,0.03814236,,0.9695741773955687,1.0
HOOK3,0.036703024,,0.9707217960695788,1.0
SMAGP,0.036703024,,0.9707217960695788,1.0
ABCE1,0.03526369,,0.9718694753714935,1.0
MYH9,0.03526369,,0.9718694753714935,1.0
IGSF3,0.03526369,,0.9718694753714935,1.0
SLC35B4,0.03526369,,0.9718694753714935,1.0
PTPN2,0.03526369,,0.9718694753714935,1.0
CCDC82,0.033824358,,0.973017212926765,1.0
AUH,0.033824358,,0.973017212926765,1.0
SIKE1,0.033824358,,0.973017212926765,1.0
FAM89A,0.03310469,,0.973591102807264,1.0
ELMOD2,0.03310469,,0.973591102807264,1.0
RPA2,0.03238502,,0.9741650063604836,1.0
DNAJB11,0.030226022,,0.9758867960871836,1.0
TRIM33,0.030226022,,0.9758867960871836,1.0
MACROD1,0.029506354,,0.9764607513619015,1.0
LSM5,0.029506354,,0.9764607513619015,1.0
SPRYD7,0.029506354,,0.9764607513619015,1.0
ACP1,0.029506354,,0.9764607513619015,1.0
AP1M1,0.029506354,,0.9764607513619015,1.0
YIPF3,0.028786687,,0.9770347188245474,1.0
LINC-PINT,0.028786687,,0.9770347188245474,1.0
GALNT10,0.028786687,,0.9770347188245474,1.0
GATA2,0.028067019,,0.9776086981781045,1.0
ZMYM4,0.028067019,,0.9776086981781045,1.0
C21orf59,0.028067019,,0.9776086981781045,1.0
SLC25A13,0.028067019,,0.9776086981781045,1.0
SDF4,0.028067019,,0.9776086981781045,1.0
SLC41A1,0.028067019,,0.9776086981781045,1.0
MORF4L1,0.026627686,,0.978756691369791,1.0
PYURF,0.026627686,,0.978756691369791,1.0
CNPY4,0.026627686,,0.978756691369791,1.0
BACE2,0.026627686,,0.978756691369791,1.0
APOO,0.026627686,,0.978756691369791,1.0
COPS2,0.025908018,,0.979330704613796,1.0
WDR82,0.025188351,,0.9799047285604634,1.0
DEXI,0.025188351,,0.9799047285604634,1.0
SIN3B,0.025188351,,0.9799047285604634,1.0
RLF,0.025188351,,0.9799047285604634,1.0
PRKAG1,0.025188351,,0.9799047285604634,1.0
POU2F1,0.023749016,,0.9810528073733499,1.0
PSMB10,0.023749016,,0.9810528073733499,1.0
C20orf194,0.023749016,,0.9810528073733499,1.0
PPP2R4,0.022309681,,0.9822009254314203,1.0
MRPS23,0.022309681,,0.9822009254314203,1.0
ZNF195,0.022309681,,0.9822009254314203,1.0
CDKAL1,0.021590015,,0.9827749984345107,1.0
SRD5A3,0.020870348,,0.983349080357401,1.0
TBCD,0.020870348,,0.983349080357401,1.0
AP3B1,0.020870348,,0.983349080357401,1.0
WDR54,0.020870348,,0.983349080357401,1.0
TSR3,0.020870348,,0.983349080357401,1.0
SPRYD4,0.02015068,,0.9839231709028964,1.0
C11orf71,0.02015068,,0.9839231709028964,1.0
SERPINB1,0.019431014,,0.9844972697737886,1.0
MECR,0.019431014,,0.9844972697737886,1.0
BLVRA,0.018711347,,0.9850713766728564,1.0
PATZ1,0.018711347,,0.9850713766728564,1.0
LSM10,0.017991679,,0.9856454913028658,1.0
TSHZ1,0.017272012,,0.9862196133665715,1.0
GALNS,0.017272012,,0.9862196133665715,1.0
C2orf49,0.017272012,,0.9862196133665715,1.0
NOC3L,0.016552346,,0.9867937425667158,1.0
CCNH,0.016552346,,0.9867937425667158,1.0
ANXA3,0.015113011,,0.9879420211872367,1.0
NSL1,0.015113011,,0.9879420211872367,1.0
OTUD6B-AS1,0.015113011,,0.9879420211872367,1.0
OXR1,0.015113011,,0.9879420211872367,1.0
BOP1,0.015113011,,0.9879420211872367,1.0
TRAPPC11,0.015113011,,0.9879420211872367,1.0
CHPT1,0.014393344,,0.9885161700130451,1.0
DBR1,0.014393344,,0.9885161700130451,1.0
WRB,0.013673676,,0.989090324786157,1.0
LNX1,0.013673676,,0.989090324786157,1.0
GAS2L1,0.013673676,,0.989090324786157,1.0
MARK2,0.013673676,,0.989090324786157,1.0
MANSC1,0.013673676,,0.989090324786157,1.0
HOXA4,0.012954009,,0.989664485209264,1.0
ACTR1B,0.012954009,,0.989664485209264,1.0
SEC23B,0.012954009,,0.989664485209264,1.0
KRT10,0.012954009,,0.989664485209264,1.0
CD48,0.012234342,,0.9902386509850494,1.0
MAP3K1,0.011514675,,0.9908128218161879,1.0
C1orf174,0.011514675,,0.9908128218161879,1.0
VTA1,0.011514675,,0.9908128218161879,1.0
DDX19A,0.011514675,,0.9908128218161879,1.0
CSNK2B,0.011514675,,0.9908128218161879,1.0
MMP15,0.011514675,,0.9908128218161879,1.0
ENTPD6,0.011514675,,0.9908128218161879,1.0
FAM193A,0.010795007,,0.9913869974053466,1.0
G0S2,0.010795007,,0.9913869974053466,1.0
SEMA4F,0.010795007,,0.9913869974053466,1.0
YIPF5,0.010795007,,0.9913869974053466,1.0
CFD,0.01007534,,0.991961177455185,1.0
LINC01615,0.01007534,,0.991961177455185,1.0
RYBP,0.01007534,,0.991961177455185,1.0
RASSF1,0.01007534,,0.991961177455185,1.0
RP1-313I6.12,0.01007534,,0.991961177455185,1.0
CTC-479C5.12,0.01007534,,0.991961177455185,1.0
METRN,0.009355674,,0.9925353616683555,1.0
RPUSD2,0.009355674,,0.9925353616683555,1.0
CASP2,0.009355674,,0.9925353616683555,1.0
SPTY2D1,0.009355674,,0.9925353616683555,1.0
PREP,0.009355674,,0.9925353616683555,1.0
WDR74,0.008636006,,0.9931095497475046,1.0
MAP7D3,0.008636006,,0.9931095497475046,1.0
FIG4,0.008636006,,0.9931095497475046,1.0
CHMP7,0.008636006,,0.9931095497475046,1.0
MED14,0.008636006,,0.9931095497475046,1.0
TMEM99,0.007916339,,0.9936837413952723,1.0
LANCL2,0.007916339,,0.9936837413952723,1.0
PRMT3,0.007916339,,0.9936837413952723,1.0
MET,0.007196672,,0.9942579363142932,1.0
DOT1L,0.007196672,,0.9942579363142932,1.0
UFD1L,0.007196672,,0.9942579363142932,1.0
RP11-483L5.1,0.0064770044,,0.9948321342071967,1.0
GBAS,0.0064770044,,0.9948321342071967,1.0
MRPS36,0.0064770044,,0.9948321342071967,1.0
FGF13,0.0064770044,,0.9948321342071967,1.0
DENND3,0.0064770044,,0.9948321342071967,1.0
PCID2,0.0064770044,,0.9948321342071967,1.0
PSMD10,0.0064770044,,0.9948321342071967,1.0
WASF3,0.0064770044,,0.9948321342071967,1.0
SLCO3A1,0.0057573374,,0.9954063347766079,1.0
RNASE6,0.0057573374,,0.9954063347766079,1.0
MRPL34,0.00503767,,0.9959805377251474,1.0
FASTKD1,0.00503767,,0.9959805377251474,1.0
SDC4,0.00503767,,0.9959805377251474,1.0
TIGAR,0.00503767,,0.9959805377251474,1.0
ZNF765,0.00503767,,0.9959805377251474,1.0
FOXN3,0.00503767,,0.9959805377251474,1.0
PDSS2,0.00503767,,0.9959805377251474,1.0
IPO4,0.00503767,,0.9959805377251474,1.0
SNRNP25,0.00503767,,0.9959805377251474,1.0
FAM41C,0.004318003,,0.9965547427554323,1.0
ZNF529,0.004318003,,0.9965547427554323,1.0
SLC39A10,0.004318003,,0.9965547427554323,1.0
RP11-73E17.2,0.004318003,,0.9965547427554323,1.0
SLC39A14,0.004318003,,0.9965547427554323,1.0
ZNF862,0.004318003,,0.9965547427554323,1.0
POC5,0.004318003,,0.9965547427554323,1.0
INTS2,0.004318003,,0.9965547427554323,1.0
FLJ37035,0.004318003,,0.9965547427554323,1.0
AHCYL2,0.004318003,,0.9965547427554323,1.0
ADHFE1,0.004318003,,0.9965547427554323,1.0
HSD17B14,0.004318003,,0.9965547427554323,1.0
LY86,0.004318003,,0.9965547427554323,1.0
SLC39A11,0.004318003,,0.9965547427554323,1.0
ZNF789,0.004318003,,0.9965547427554323,1.0
ETNK2,0.004318003,,0.9965547427554323,1.0
PIGO,0.004318003,,0.9965547427554323,1.0
COPG2,0.004318003,,0.9965547427554323,1.0
NEK4,0.003598336,,0.9971289495700764,1.0
GALNT6,0.003598336,,0.9971289495700764,1.0
CBWD7,0.003598336,,0.9971289495700764,1.0
ZBTB41,0.003598336,,0.9971289495700764,1.0
CEP97,0.003598336,,0.9971289495700764,1.0
RP11-707G18.1,0.003598336,,0.9971289495700764,1.0
KLHL36,0.003598336,,0.9971289495700764,1.0
SNX21,0.003598336,1.4739869,0.9971289495700764,1.0
RGCC,0.003598336,,0.9971289495700764,1.0
DDX19B,0.003598336,,0.9971289495700764,1.0
FYCO1,0.003598336,,0.9971289495700764,1.0
LRP5L,0.003598336,,0.9971289495700764,1.0
CHCHD1,0.003598336,,0.9971289495700764,1.0
AGRN,0.003598336,,0.9971289495700764,1.0
SFXN5,0.0028786687,,0.9977031578716907,1.0
XPO6,0.0028786687,,0.9977031578716907,1.0
RFC3,0.0028786687,,0.9977031578716907,1.0
RP11-127B20.3,0.0028786687,,0.9977031578716907,1.0
TXLNB,0.0028786687,,0.9977031578716907,1.0
CYB5R4,0.0028786687,,0.9977031578716907,1.0
ARFGEF3,0.0028786687,,0.9977031578716907,1.0
RP4-591C20.9,0.0021590015,,0.9982773673628841,1.0
VPS54,0.0021590015,,0.9982773673628841,1.0
DEPDC5,0.0021590015,,0.9982773673628841,1.0
DDX11,0.0021590015,,0.9982773673628841,1.0
INADL,0.0021590015,,0.9982773673628841,1.0
PGRMC2,0.0021590015,,0.9982773673628841,1.0
MDM1,0.0021590015,,0.9982773673628841,1.0
CEP76,0.0021590015,,0.9982773673628841,1.0
ALAS1,0.0021590015,,0.9982773673628841,1.0
MFN2,0.0021590015,,0.9982773673628841,1.0
PARP9,0.0021590015,,0.9982773673628841,1.0
LRRC49,0.0021590015,,0.9982773673628841,1.0
SCO2,0.0021590015,,0.9982773673628841,1.0
PHOSPHO2,0.0021590015,,0.9982773673628841,1.0
ATAD2B,0.0021590015,,0.9982773673628841,1.0
GPX3,0.0014393344,,0.9988515777462632,1.0
FARSB,0.0014393344,,0.9988515777462632,1.0
UBD,0.0014393344,,0.9988515777462632,1.0
OGFOD1,0.0014393344,,0.9988515777462632,1.0
ABHD1,0.0014393344,,0.9988515777462632,1.0
ZNF398,0.0014393344,,0.9988515777462632,1.0
CPT1A,0.0014393344,,0.9988515777462632,1.0
RP11-589P10.5,0.0014393344,,0.9988515777462632,1.0
RP11-658F2.8,0.0014393344,,0.9988515777462632,1.0
SMURF2,0.0014393344,,0.9988515777462632,1.0
TSGA10,0.0014393344,,0.9988515777462632,1.0
GAS8,0.0014393344,,0.9988515777462632,1.0
MRPL49,0.0014393344,,0.9988515777462632,1.0
HMGN1,0.0014393344,,0.9988515777462632,1.0
ZNF565,0.0014393344,,0.9988515777462632,1.0
MAN2B1,0.0014393344,,0.9988515777462632,1.0
CTC-338M12.5,0.0014393344,,0.9988515777462632,1.0
IFT172,0.0014393344,,0.9988515777462632,1.0
RPP14,0.0014393344,,0.9988515777462632,1.0
AC116614.1,0.0014393344,,0.9988515777462632,1.0
DAGLB,0.0014393344,,0.9988515777462632,1.0
XRCC3,0.0014393344,,0.9988515777462632,1.0
AACS,0.0014393344,,0.9988515777462632,1.0
SNRNP70,0.0014393344,,0.9988515777462632,1.0
TACC2,0.0014393344,,0.9988515777462632,1.0
ZBTB3,0.0007196672,,0.9994257887244337,1.0
HGH1,0.0007196672,,0.9994257887244337,1.0
DNHD1,0.0007196672,,0.9994257887244337,1.0
FITM1,0.0007196672,,0.9994257887244337,1.0
ENTPD7,0.0007196672,,0.9994257887244337,1.0
ZSCAN26,0.0007196672,,0.9994257887244337,1.0
EPS8L2,0.0007196672,,0.9994257887244337,1.0
KLF5,0.0007196672,,0.9994257887244337,1.0
CLCN2,0.0007196672,,0.9994257887244337,1.0
STX1B,0.0007196672,,0.9994257887244337,1.0
RP11-430G17.3,0.0007196672,,0.9994257887244337,1.0
MCPH1-AS1,0.0007196672,,0.9994257887244337,1.0
RP11-46C24.7,0.0007196672,,0.9994257887244337,1.0
LMAN2L,0.0007196672,,0.9994257887244337,1.0
AGAP1,0.0007196672,,0.9994257887244337,1.0
SSTR2,0.0007196672,,0.9994257887244337,1.0
MCM2,0.0007196672,,0.9994257887244337,1.0
AL022476.2,0.0007196672,,0.9994257887244337,1.0
RP11-356N1.2,0.0007196672,,0.9994257887244337,1.0
C4orf19,0.0007196672,,0.9994257887244337,1.0
RP11-115C21.2,0.0007196672,,0.9994257887244337,1.0
ZBTB26,0.0007196672,,0.9994257887244337,1.0
PRG4,0.0007196672,,0.9994257887244337,1.0
MIAT,0.0007196672,,0.9994257887244337,1.0
RAG1,0.0007196672,,0.9994257887244337,1.0
IGKV1-39,0.0007196672,,0.9994257887244337,1.0
RP11-522I20.3,0.0007196672,,0.9994257887244337,1.0
RP11-396F22.1,0.0007196672,,0.9994257887244337,1.0
CFAP69,0.0007196672,,0.9994257887244337,1.0
ARHGEF28,0.0007196672,,0.9994257887244337,1.0
UBE2O,0.0007196672,,0.9994257887244337,1.0
SLC25A30,0.0007196672,,0.9994257887244337,1.0
LURAP1L,0.0007196672,,0.9994257887244337,1.0
C4orf33,0.0007196672,,0.9994257887244337,1.0
VNN2,0.0007196672,,0.9994257887244337,1.0
AE000662.93,0.0007196672,,0.9994257887244337,1.0
SEPT5,0.0007196672,,0.9994257887244337,1.0
CCDC40,0.0007196672,,0.9994257887244337,1.0
SERF1B,0.0007196672,,0.9994257887244337,1.0
TLE6,0.0007196672,,0.9994257887244337,1.0
CIB2,0.0007196672,,0.9994257887244337,1.0
MARC1,0.0007196672,,0.9994257887244337,1.0
CYB561D1,0.0007196672,,0.9994257887244337,1.0
EHD3,0.0007196672,,0.9994257887244337,1.0
PPP1R26-AS1,0.0007196672,,0.9994257887244337,1.0
RLN2,0.0007196672,,0.9994257887244337,1.0
ADPRHL1,0.0007196672,,0.9994257887244337,1.0
NYAP1,0.0007196672,,0.9994257887244337,1.0
RP1-78O14.1,0.0007196672,,0.9994257887244337,1.0
FAS,0.0007196672,,0.9994257887244337,1.0
SMLR1,0.0007196672,,0.9994257887244337,1.0
ZNF404,0.0007196672,,0.9994257887244337,1.0
WDR86,0.0007196672,,0.9994257887244337,1.0
ZNF442,0.0007196672,,0.9994257887244337,1.0
ZNF728,0.0007196672,,0.9994257887244337,1.0
MAP10,0.0007196672,,0.9994257887244337,1.0
ZNF726,0.0007196672,,0.9994257887244337,1.0
C18orf54,0.0007196672,,0.9994257887244337,1.0
SH2D2A,0.0007196672,,0.9994257887244337,1.0
LINC01444,0.0007196672,,0.9994257887244337,1.0
DOC2A,0.0007196672,,0.9994257887244337,1.0
AC006129.2,0.0007196672,,0.9994257887244337,1.0
WDR93,0.0007196672,,0.9994257887244337,1.0
CTD-2154B17.4,0.0007196672,,0.9994257887244337,1.0
RP3-522J7.7,0.0007196672,,0.9994257887244337,1.0
PWP2,0.0007196672,,0.9994257887244337,1.0
ECM1,0.0007196672,,0.9994257887244337,1.0
MPZL3,0.0007196672,,0.9994257887244337,1.0
GPR31,0.0,0.0,1.0,1.0
AC105052.2,0.0,0.0,1.0,1.0
RP1-167A14.2,0.0,0.0,1.0,1.0
TRBJ2-1,0.0,0.0,1.0,1.0
RP11-196D18.1,0.0,0.0,1.0,1.0
C7orf34,0.0,0.0,1.0,1.0
OR6V1,0.0,0.0,1.0,1.0
TRBV6-6,0.0,0.0,1.0,1.0
AP000593.7,0.0,0.0,1.0,1.0
RP5-905H7.9,0.0,0.0,1.0,1.0
RP11-73B2.4,0.0,0.0,1.0,1.0
TCP10L2,0.0,0.0,1.0,1.0
SPDYE2B,0.0,0.0,1.0,1.0
KEL,0.0,0.0,1.0,1.0
OR9A2,0.0,0.0,1.0,1.0
TRBJ1-5,0.0,0.0,1.0,1.0
RP11-45F15.1,0.0,0.0,1.0,1.0
RP11-577H5.5,0.0,0.0,1.0,1.0
SLC26A5,0.0,0.0,1.0,1.0
TRBJ1-6,0.0,0.0,1.0,1.0
TRBV7-4,0.0,0.0,1.0,1.0
TRBJ2-2,0.0,0.0,1.0,1.0
SCGB1A1,0.0,0.0,1.0,1.0
RP3-470B24.5,0.0,0.0,1.0,1.0
RP11-568A7.4,0.0,0.0,1.0,1.0
UNCX,0.0,0.0,1.0,1.0
FOLR1,0.0,0.0,1.0,1.0
RP11-807H22.7,0.0,0.0,1.0,1.0
RP5-905H7.8,0.0,0.0,1.0,1.0
AC091729.8,0.0,0.0,1.0,1.0
TRBJ2-3,0.0,0.0,1.0,1.0
TRBJ2-4,0.0,0.0,1.0,1.0
TRBJ2-5,0.0,0.0,1.0,1.0
RP11-395B7.2,0.0,0.0,1.0,1.0
TRBJ2-6,0.0,0.0,1.0,1.0
ZAN,0.0,0.0,1.0,1.0
TRPV6,0.0,0.0,1.0,1.0
TRBJ2-7,0.0,0.0,1.0,1.0
RP11-73B2.2,0.0,0.0,1.0,1.0
KIF25-AS1,0.0,0.0,1.0,1.0
TRBV30,0.0,0.0,1.0,1.0
RP11-449P15.1,0.0,0.0,1.0,1.0
RP11-351J23.1,0.0,0.0,1.0,1.0
TCP10,0.0,0.0,1.0,1.0
SHANK2-AS2,0.0,0.0,1.0,1.0
AP000640.10,0.0,0.0,1.0,1.0
TTLL2,0.0,0.0,1.0,1.0
RP11-645N11.3,0.0,0.0,1.0,1.0
FBXL13,0.0,0.0,1.0,1.0
AC002456.2,0.0,0.0,1.0,1.0
TRBJ2-2P,0.0,0.0,1.0,1.0
NFE4,0.0,0.0,1.0,1.0
NUPR2,0.0,0.0,1.0,1.0
PHOX2A,0.0,0.0,1.0,1.0
TRBV5-4,0.0,0.0,1.0,1.0
RP11-568A7.3,0.0,0.0,1.0,1.0
RP11-503C24.1,0.0,0.0,1.0,1.0
FRMD1,0.0,0.0,1.0,1.0
TRPV5,0.0,0.0,1.0,1.0
RP11-568A7.2,0.0,0.0,1.0,1.0
RP11-114L10.2,0.0,0.0,1.0,1.0
UNC93A,0.0,0.0,1.0,1.0
AC091729.7,0.0,0.0,1.0,1.0
CTD-2313N18.7,0.0,0.0,1.0,1.0
GIF,0.0,0.0,1.0,1.0
CTD-2531D15.5,0.0,0.0,1.0,1.0
AC093627.7,0.0,0.0,1.0,1.0
